index,real,imag,magnitude
393,0.16259,0.257098,0.304195
394,0.273609,0.52147,0.588891
395,-0.365442,0.479241,0.602677
396,-0.575294,0.322462,0.659503
397,-0.548374,0.173268,0.575096
398,-0.132734,-0.181502,0.224858
399,0.393679,-0.173695,0.430294
400,0.57345,-0.197823,0.606612
401,-0.0555525,0.102541,0.116622
402,0.259967,0.00184161,0.259974
403,-0.021684,0.353327,0.353992
404,-0.0449888,0.501313,0.503327
405,-0.0460069,-0.152045,0.158853
406,0.0908259,-0.260821,0.276183
407,0.403715,-0.446099,0.601656
408,0.0801239,0.138185,0.159734
409,0.222674,0.625419,0.663877
410,-0.404919,0.568593,0.698038
411,-0.0845369,0.338872,0.349258
412,0.118876,0.0753277,0.140733
413,-0.294679,0.471996,0.556431
414,-0.514964,0.426793,0.668835
415,-0.848158,0.032323,0.848773
416,-0.705138,-0.481202,0.853684
417,-0.0063174,-0.837736,0.83776
418,0.356256,-0.867645,0.937937
419,0.767953,-0.0634155,0.770567
420,0.462403,-0.154,0.487373
421,0.0215755,0.416424,0.416982
422,-0.310499,-0.142589,0.341675
423,0.0846425,0.0358397,0.0919175
424,0.494607,-0.161819,0.520405
425,0.247596,-0.384093,0.456981
426,0.116524,-0.377998,0.395551
427,0.208321,-0.513776,0.554403
428,0.0533632,-0.0325666,0.0625157
429,-0.170297,0.0298893,0.172901
430,-0.451443,-0.201137,0.494223
431,-0.203294,0.0639331,0.213111
432,-0.209535,0.178015,0.274945
433,0.0650507,0.218808,0.228273
434,-0.298909,-0.141612,0.330758
435,-0.601765,0.0550744,0.60428
436,-0.471347,0.134725,0.490224
437,-0.027304,0.247016,0.24852
438,-0.231758,-0.180459,0.29373
439,-0.216383,-0.596772,0.63479
440,-0.0380043,-0.00334838,0.0381515
441,0.356858,0.0190484,0.357366
442,0.11788,0.424163,0.440239
443,0.182024,0.446582,0.482253
444,-0.562583,0.447579,0.718906
445,-0.046977,0.491957,0.494195
446,0.0946368,0.0842889,0.126731
447,0.323203,0.0995436,0.338185
448,-0.131714,0.268356,0.298937
449,-0.249467,0.541192,0.595922
450,-0.0110218,0.479652,0.479779
451,0.296463,0.238386,0.380419
452,0.400364,0.208792,0.451537
453,0.430013,0.282042,0.514255
454,0.0492175,0.78064,0.78219
455,-0.286002,0.859707,0.906032
456,-0.770581,0.375238,0.857087
457,-0.157546,0.168698,0.230824
458,0.170297,-0.0299604,0.172912
459,0.275746,-0.228999,0.358437
460,0.576077,0.0640035,0.579622
461,-0.177752,0.190714,0.260705
462,-0.365529,0.0783386,0.373829
463,-0.386469,0.178861,0.425851
464,-0.406888,-0.449452,0.606272
465,0.076213,-0.744182,0.748074
466,-0.0784957,-0.366313,0.374629
467,0.33875,-0.310127,0.459271
468,0.0966107,0.280064,0.296259
469,0.254957,-0.136095,0.289006
470,-0.219822,0.164147,0.274346
471,-0.506328,0.099568,0.516025
472,-0.608567,-0.279757,0.669789
473,-0.0891221,-0.615812,0.622228
474,0.047247,-0.197412,0.202987
475,-0.168543,0.00939679,0.168804
476,-0.115585,-0.386521,0.403433
477,-0.200329,-0.520586,0.557801
478,0.19545,-0.740492,0.765852
479,0.23939,-0.0276635,0.240983
480,-0.0443524,0.423592,0.425908
481,-0.213353,0.597028,0.634005
482,-0.746146,0.220607,0.778075
483,-0.872536,-0.0823623,0.876414
484,-0.288261,-0.00190356,0.288267
485,-0.55483,-0.340722,0.651098
486,0.25241,-0.173942,0.30654
487,-0.376681,-0.0878545,0.386791
488,0.18873,0.0161158,0.189416
489,0.390099,-0.300281,0.492287
490,-0.195113,0.185744,0.269388
491,-0.299064,-0.261593,0.397329
492,-0.353325,-0.413874,0.544179
493,-0.229811,-0.156348,0.277953
494,-0.285435,-0.615505,0.678469
495,-0.225384,-0.0292125,0.227269
496,-0.404944,-0.0161951,0.405268
497,-0.239989,-0.618432,0.663365
498,-0.238589,-0.0929514,0.256056
499,-0.185373,-0.618638,0.645814
500,0.102257,0.0390227,0.10945
501,-0.0559835,0.426612,0.43027
502,0.115943,-0.070122,0.135498
503,0.372995,0.196886,0.421769
504,0.137473,0.408447,0.430962
505,-0.22244,0.0743637,0.234541
506,-0.254592,-0.16785,0.304944
507,-0.528127,-0.295835,0.60534
508,-0.438908,-0.147564,0.46305
509,-0.329615,0.0628199,0.335548
510,-0.348077,-0.43878,0.560076
511,0.0187063,-0.80365,0.803868
512,0.26569,-0.841301,0.882258
513,0.00987167,-0.493342,0.493441
514,0.235037,-0.549368,0.597534
515,0.361674,-0.51244,0.627218
516,0.426004,0.055476,0.429601
517,0.400406,-0.27193,0.484015
518,0.621311,0.187672,0.649036
519,0.140355,0.503211,0.522418
520,-0.401332,0.0400609,0.403326
521,-0.0956056,-0.330426,0.343979
522,0.101572,-0.0295837,0.105792
523,0.437848,0.167457,0.468778
524,-0.112211,0.371434,0.388013
525,0.00106016,0.499728,0.499729
526,0.0610446,0.0164591,0.0632246
527,-0.225083,0.331804,0.400944
528,-0.402868,0.176589,0.439871
529,-0.0964769,-0.0154079,0.0976995
530,0.194041,-0.379125,0.425897
531,0.545965,-0.180105,0.574905
532,0.623721,-0.248208,0.671294
533,0.0483333,0.0512647,0.0704569
534,0.161051,-0.323139,0.361049
535,-0.108916,0.0761658,0.132906
536,-0.289485,-0.115176,0.311556
537,0.304867,-0.203923,0.366781
538,-0.0839229,-0.380852,0.389989
539,0.247163,-0.627343,0.674276
540,0.0908565,0.137498,0.164804
541,-0.280032,0.354915,0.452087
542,0.079953,-0.197102,0.212701
543,0.0692589,0.320282,0.327685
544,0.322565,-0.0904115,0.334996
545,-0.1694,-0.0501685,0.176673
546,-0.143535,0.48026,0.501251
547,-0.652244,0.0327166,0.653064
548,-0.418461,-0.281325,0.504235
549,-0.448871,-0.622914,0.767794
550,-0.499268,-0.490362,0.699803
551,-0.193502,-0.773113,0.796961
552,0.322371,-0.742684,0.809631
553,0.0154002,-0.646668,0.646852
554,-0.117948,-0.259685,0.285216
555,0.202522,-0.424889,0.470687
556,0.499016,-0.0632163,0.503004
557,0.062678,0.0972721,0.115717
558,0.268577,-0.0353412,0.270893
559,-0.11799,0.465487,0.480208
560,-0.168711,-0.208828,0.268463
561,0.323833,-0.384531,0.502724
562,0.543073,-0.126981,0.55772
563,0.586851,-0.397333,0.708709
564,0.546467,-0.212312,0.586262
565,0.279162,0.43283,0.515047
566,0.469834,0.106083,0.481661
567,0.381729,-0.129162,0.402989
568,-0.0880063,-0.0431199,0.0980022
569,-0.434321,-0.0362188,0.435829
570,-0.0381418,-0.354112,0.35616
571,0.17936,-0.573461,0.600855
572,0.611124,-0.691378,0.922755
573,0.457856,-0.585931,0.743605
574,0.110918,-0.116904,0.16115
575,0.179528,0.317877,0.36507
576,0.30991,0.250462,0.398466
577,0.3617,0.482687,0.60317
578,0.00345762,-0.109916,0.109971
579,-0.495071,-0.0130363,0.495242
580,-0.0216778,-0.391485,0.392084
581,-0.157244,-0.48263,0.507599
582,0.114109,0.0740305,0.13602
583,-0.251121,0.160938,0.298266
584,-0.226058,0.519659,0.566699
585,-0.403203,0.331546,0.522011
586,-0.81438,0.262857,0.85575
587,-0.554878,-0.447903,0.713097
588,-0.00096156,-0.245803,0.245805
589,0.00870414,0.237605,0.237764
590,-0.313874,0.357211,0.475517
591,-0.332606,-0.0680177,0.33949
592,-0.411718,-0.513689,0.658322
593,-0.123115,-0.864732,0.873452
594,0.279613,-0.158714,0.321518
595,-0.0089752,0.285036,0.285177
596,-0.126054,0.445775,0.463255
597,0.072814,0.0557387,0.0916989
598,-0.0247244,0.376952,0.377762
599,-0.0452005,-0.217443,0.222092
600,-0.101701,-0.319252,0.33506
601,-0.276443,-0.141253,0.31044
602,0.103453,0.258527,0.278457
603,0.453963,-0.114954,0.468291
604,0.589663,-0.0702475,0.593833
605,-0.111986,0.0112612,0.112551
606,-0.526864,0.205846,0.565649
607,-0.612381,-0.0951707,0.619732
608,-0.106624,-0.485385,0.496958
609,0.495365,-0.480675,0.690243
610,0.0487604,-0.138711,0.147032
611,0.437941,-0.120092,0.454108
612,-0.25112,0.180384,0.309192
613,-0.432719,0.00891995,0.432811
614,0.0760405,-0.485163,0.491086
615,-0.200299,0.0491982,0.206253
616,0.310793,-0.273838,0.414221
617,-0.135039,0.244724,0.279509
618,0.151161,-0.107309,0.185377
619,-0.156679,-0.449878,0.476381
620,0.487379,-0.331008,0.589156
621,0.663664,-0.356319,0.753268
622,0.796534,-0.052358,0.798253
623,0.364827,0.420299,0.556552
624,-0.172516,0.0396329,0.17701
625,-0.324209,-0.264321,0.418303
626,-0.0838997,0.082306,0.117531
627,-0.093841,-0.546273,0.554275
628,-0.00287529,-0.494405,0.494413
629,0.215264,-0.665263,0.699224
630,0.494631,-0.127522,0.510805
631,0.18829,0.320628,0.371827
632,-0.161376,-0.0802757,0.18024
633,0.0853361,0.189312,0.207656
634,0.247943,0.0943678,0.265294
635,0.330849,0.425419,0.538927
636,-0.178079,0.168067,0.244865
637,0.0300618,0.286617,0.288189
638,-0.0171486,0.52103,0.521312
639,-0.451702,0.193336,0.491338
640,0.196089,-0.0332875,0.198895
641,-0.41702,-0.0574608,0.42096
642,-0.223736,0.158496,0.274187
643,0.139483,-0.194545,0.239381
644,-0.0294742,0.419669,0.420703
645,0.0112829,0.498474,0.498601
646,0.0797563,0.177803,0.194872
647,-0.303702,-0.020816,0.304415
648,0.139974,0.0925238,0.16779
