index,real,imag,magnitude
755,0.0542988,-0.0902538,0.105329
756,0.100615,-0.338461,0.353099
757,-0.204232,-0.257727,0.328837
758,0.275793,-0.229363,0.358705
759,0.150233,-0.462927,0.486694
760,0.491325,0.124465,0.506845
761,0.182368,0.440188,0.47647
762,-0.307636,0.183225,0.358066
763,-0.123415,0.291796,0.316822
764,-0.163773,0.281297,0.325498
765,-0.196625,-0.216856,0.292725
766,-0.30741,-0.286862,0.420464
767,-0.580635,-0.268408,0.639671
768,0.121586,-0.258325,0.285508
769,-0.0460085,-0.389566,0.392274
770,0.125939,0.101753,0.161908
771,-0.353088,0.124451,0.374378
772,-0.0540661,-0.15231,0.161622
773,0.41031,-0.291914,0.503555
774,0.299786,0.27472,0.406624
775,0.23527,0.566121,0.613062
776,0.281143,0.646405,0.704898
777,0.249049,0.11505,0.274339
778,0.383988,0.0977482,0.396234
779,0.0774305,0.609721,0.614618
780,0.137106,0.773871,0.785923
781,-0.482052,0.59994,0.769612
782,-0.650254,-0.066597,0.653656
783,0.0209343,-0.353054,0.353674
784,0.229955,-0.457682,0.512203
785,0.110884,-0.450424,0.463872
786,0.231065,0.272996,0.357656
787,-0.342836,0.423438,0.544827
788,0.186715,0.0588184,0.19576
789,-0.258051,0.15359,0.3003
790,-0.637544,0.125651,0.649808
791,-0.136386,0.221495,0.260117
792,-0.0657426,-0.186268,0.19753
793,-0.316969,-0.0270076,0.318117
794,-0.369608,-0.437298,0.572573
795,0.100824,-0.0103912,0.101358
796,0.120385,-0.369624,0.388735
797,0.318523,0.0668454,0.325462
798,-0.0507218,0.392639,0.395902
799,0.0959783,0.342965,0.356141
800,-0.301183,0.314413,0.435392
801,-0.761204,-0.0916362,0.7667
802,-0.730488,-0.100898,0.737423
803,-0.00863408,-0.0409876,0.0418871
804,0.00501038,-0.534847,0.534871
805,0.228501,0.11521,0.255903
806,0.336935,0.249519,0.419267
807,0.315964,0.487436,0.580885
808,0.464305,0.601387,0.759766
809,-0.194856,0.769066,0.793367
810,-0.700105,0.410108,0.811379
811,-0.309489,0.402669,0.507864
812,0.0572123,-0.126433,0.138775
813,-0.0400459,0.274375,0.277282
814,-0.0531755,0.532448,0.535096
815,-0.485133,0.0196695,0.485532
816,-0.214109,0.376516,0.433136
817,-0.624599,-0.0674692,0.628232
818,-0.253158,0.264471,0.366106
819,0.216364,-0.0616437,0.224975
820,-0.351283,0.103029,0.36608
821,-0.334331,-0.310715,0.456422
822,-0.259812,-0.604732,0.658182
823,0.495524,-0.405758,0.640455
824,0.0768553,-0.109966,0.134161
825,0.221477,-0.262609,0.343534
826,0.0634031,0.296121,0.302832
827,-0.28875,0.317821,0.429403
828,-0.008437,-0.207935,0.208106
829,0.285355,0.132645,0.314678
830,-0.0819932,0.439286,0.446873
831,-0.172537,-0.136653,0.220098
832,-0.36255,0.120946,0.382191
833,0.018215,-0.0400103,0.0439615
834,0.338164,-0.291825,0.446673
835,0.0612089,0.23096,0.238933
836,0.201509,0.300595,0.361888
837,0.188976,0.0527667,0.196205
838,0.325073,0.444101,0.550362
839,-0.267072,-0.0837271,0.279889
840,-0.204652,-0.296769,0.360492
841,0.297956,-0.391809,0.492232
842,0.413742,0.0961974,0.424778
843,0.707288,0.185226,0.73114
844,0.000246437,0.64571,0.64571
845,-0.530167,0.170206,0.556819
846,-0.610544,-0.445454,0.755774
847,-0.46093,-0.121676,0.47672
848,0.272526,-0.46004,0.534703
849,0.448543,-0.402373,0.602573
850,0.202062,-0.395985,0.444559
851,0.500879,-0.419388,0.653273
852,0.454904,0.386337,0.596819
853,0.259284,-0.0875943,0.273681
854,0.518418,0.278573,0.588524
855,0.398422,0.0533907,0.401983
856,0.498494,-0.123193,0.513491
857,0.781419,0.0588508,0.783632
858,0.641413,0.0820628,0.646641
859,0.373689,0.00723906,0.373759
860,0.0473643,-0.175666,0.181939
861,0.443445,-0.334998,0.555758
862,0.660698,-0.369396,0.756952
863,0.225998,-0.303605,0.378486
864,0.59939,0.00539955,0.599414
865,0.0201763,-0.120417,0.122095
866,0.414826,-0.366183,0.553326
867,0.0101661,-0.381241,0.381377
868,-0.235042,-0.0630602,0.243355
869,-0.0358705,0.141844,0.146309
870,-0.193903,-0.169605,0.257612
871,0.210899,-0.4166,0.466941
872,-0.186098,-0.207008,0.278361
873,-0.193578,-0.34615,0.396601
874,-0.329316,-0.0747778,0.337699
875,0.128471,0.0450162,0.13613
876,0.0997983,0.25918,0.27773
877,-0.192335,0.0686149,0.204208
878,-0.31832,-0.491172,0.585301
879,-0.502029,-0.243478,0.557955
880,-0.434267,-0.213947,0.484108
881,-0.472694,-0.133917,0.491298
882,-0.166259,0.205824,0.264586
883,0.176999,0.00309446,0.177026
884,0.413964,0.0191784,0.414408
885,0.452336,0.346143,0.569582
886,-0.0583086,0.00644736,0.058664
887,0.11352,0.498697,0.511454
888,0.253113,0.025411,0.254386
889,0.0255619,0.522361,0.522986
890,0.370868,0.407975,0.55135
891,-0.411005,0.413911,0.583307
892,-0.215512,0.506009,0.549991
893,-0.697318,0.0504553,0.699141
894,-0.373162,0.316427,0.48926
895,-0.626117,0.0782168,0.630984
896,-0.732563,-0.205251,0.760774
897,0.0302302,-0.188272,0.190683
898,-0.384879,0.102986,0.398419
899,-0.514242,-0.0657088,0.518423
900,-0.491424,0.230759,0.542906
901,-0.133331,0.198903,0.239457
902,0.204422,0.139214,0.247323
903,0.0466697,-0.212932,0.217986
904,0.226661,0.0762952,0.239157
905,0.187473,0.493539,0.527946
906,0.255352,0.759074,0.800873
907,0.321133,0.654434,0.728979
908,-0.484183,0.411483,0.635415
909,-0.446466,-0.226288,0.500538
910,-0.223673,-0.594261,0.634961
911,0.0246948,-0.0280988,0.0374083
912,-0.0607203,-0.398099,0.402703
913,-0.219725,-0.368735,0.429237
914,0.106144,-0.0630309,0.123448
915,0.165473,0.181757,0.245799
916,0.474486,0.292616,0.557459
917,-0.232209,0.494058,0.545907
918,-0.646772,0.036546,0.647804
919,-0.625023,-0.322971,0.703537
920,-0.479448,-0.045964,0.481646
921,-0.405484,-0.622755,0.743129
922,-0.333085,-0.59727,0.683869
923,0.0117413,-0.104773,0.105429
924,0.296199,-0.296813,0.419323
925,0.279294,-0.389886,0.4796
926,0.363598,0.225168,0.427673
927,0.198175,-0.0572606,0.206281
928,0.0432935,-0.122583,0.130003
929,0.499699,-0.295086,0.580323
930,-0.143137,-0.122721,0.188544
931,-0.0209343,-0.288387,0.289146
932,0.133197,-0.583636,0.598642
933,0.584798,-0.483567,0.758832
934,0.13905,-0.407235,0.43032
935,0.212683,-0.424153,0.474489
936,-0.0981453,-0.396586,0.40855
937,-0.253037,-0.120064,0.280077
938,0.0541696,-0.645401,0.64767
939,0.341479,-0.0010071,0.341481
940,0.43693,0.11311,0.451333
941,-0.159575,0.47016,0.496503
942,0.0948273,0.561727,0.569675
943,-0.522863,0.598486,0.794714
944,-0.412345,-0.0841075,0.420835
945,0.0684692,-0.459418,0.464493
946,-0.227805,-0.490617,0.540926
947,0.365056,-0.0293953,0.366237
948,-0.03728,0.337463,0.339515
949,-0.183567,0.603508,0.630808
950,-0.506911,0.259416,0.569434
951,-0.842485,0.0224215,0.842783
952,-0.582674,0.129982,0.596996
953,-0.64061,0.135421,0.654767
954,-0.140201,0.24973,0.286394
955,-0.217117,-0.361283,0.421503
956,-0.220301,0.161242,0.273005
957,-0.510782,0.244204,0.566157
958,-0.617917,0.447752,0.763088
959,-0.70448,-0.0145256,0.70463
960,-0.594052,-0.714715,0.929363
961,0.0604821,-0.848718,0.85087
962,0.217925,-0.80206,0.831139
963,0.637647,-0.638542,0.902402
964,0.331748,-0.385754,0.508786
965,-0.0330736,-0.127853,0.132062
966,0.342243,0.0536196,0.346417
967,0.36926,-0.258321,0.450647
968,0.245428,-0.473793,0.533586
969,0.222629,0.124368,0.255012
970,0.424171,0.125812,0.442436
971,-0.0872801,0.512186,0.51957
972,-0.352671,0.40746,0.538888
973,-0.290194,0.381738,0.479517
974,-0.545408,0.375571,0.662211
975,-0.218385,0.233714,0.319866
976,-0.232353,0.43041,0.489123
977,-0.143516,-0.100159,0.175011
978,0.0496424,-0.338544,0.342164
979,0.296359,-0.492065,0.574419
980,0.0665643,0.121726,0.138738
981,0.243297,-0.161493,0.292016
982,0.161559,0.335544,0.372412
983,0.241421,-0.125734,0.2722
984,-0.079774,-0.402395,0.410226
985,0.530214,-0.0318453,0.531169
986,0.377402,0.420333,0.5649
987,-0.070218,0.137483,0.154376
988,-0.445928,-0.0414509,0.447851
989,0.0392909,-0.0483442,0.0622971
990,0.360717,0.0802478,0.369535
991,0.403923,-0.266893,0.484134
992,0.335575,-0.341199,0.478568
993,0.355209,-0.332292,0.486406
994,0.63406,0.187816,0.661292
995,0.525351,-0.118543,0.53856
996,-0.0405211,0.286829,0.289677
997,-0.0353834,0.386591,0.388206
998,0.104186,-0.0961323,0.141761
999,-0.134229,-0.20342,0.243715
1000,-0.343045,-0.555977,0.653292
1001,-0.15405,0.120572,0.195625
1002,-0.169673,0.314662,0.357493
1003,-0.475102,0.248372,0.536106
1004,-0.624064,0.238131,0.667954
1005,-0.881017,-0.285114,0.926003
1006,-0.791502,-0.512471,0.942922
1007,0.109548,-0.416669,0.430829
1008,0.45788,-0.14022,0.478869
1009,0.710755,0.401679,0.816406
1010,0.306143,0.00148872,0.306147
1011,0.41204,0.132731,0.432891
1012,0.532419,0.163308,0.556902
1013,0.323095,0.65182,0.727502
1014,0.16725,0.162261,0.233027
1015,0.348916,0.369373,0.508113
1016,-0.299137,0.0670235,0.306554
1017,-0.403609,-0.298123,0.501774
1018,-0.19467,0.123405,0.230489
1019,-0.113642,0.345665,0.363867
1020,-0.291165,0.295577,0.414901
1021,-0.535433,0.37229,0.652141
1022,-0.863796,-0.184603,0.883302
1023,-0.0632219,-0.374608,0.379905
1024,0.414073,-0.446046,0.608616
1025,-0.0548681,0.0215331,0.0589422
1026,-0.150073,-0.214614,0.261879
1027,-0.398219,0.222075,0.455956
1028,-0.243537,0.299705,0.386177
1029,-0.21219,0.28768,0.357469
1030,-0.0886859,0.389835,0.399796
1031,-0.213877,0.467208,0.513835
1032,-0.345643,-0.1053,0.361327
1033,-0.530412,0.118331,0.543451
1034,-0.355332,-0.443708,0.568452
1035,0.289865,-0.29351,0.412517
1036,0.734375,-0.0253758,0.734813
1037,-0.00922839,0.0662469,0.0668866
1038,-0.375068,0.341324,0.507127
1039,-0.139537,-0.202696,0.246082
1040,-0.0210542,-0.563068,0.563462
1041,0.613209,-0.403031,0.733797
1042,0.197046,0.258416,0.324971
1043,0.285051,-0.0431544,0.288299
1044,-0.201284,-0.178964,0.269339
1045,-0.407297,-0.167137,0.440256
1046,-0.593432,-0.202341,0.62698
1047,-0.595798,-0.282325,0.659304
1048,-0.0580239,-0.111352,0.125563
1049,-0.0838657,0.159816,0.180484
1050,-0.248177,0.380113,0.453958
1051,-0.490981,0.452122,0.66744
1052,-0.358334,0.47589,0.595714
1053,-0.567825,0.437938,0.717088
1054,-0.15299,-0.1344,0.20364
1055,0.134212,0.0917806,0.162593
1056,-0.195844,0.481206,0.519533
1057,0.205424,0.294746,0.359269
1058,0.308002,0.440112,0.537181
1059,0.00751828,0.615505,0.615551
1060,-0.314659,-0.00167148,0.314663
1061,-0.293268,0.437287,0.526522
1062,-0.627057,-0.0201573,0.627381
1063,-0.103453,0.0888421,0.136365
1064,-0.352557,-0.294917,0.459644
1065,-0.576785,-0.3243,0.661703
1066,-0.524845,-0.206631,0.564055
1067,-0.102491,-0.531013,0.540814
1068,0.0384515,-0.643419,0.644567
1069,0.0977302,-0.725719,0.73227
1070,-0.0560302,-0.659174,0.661551
1071,0.099119,-0.611054,0.619041
1072,0.111075,-0.186577,0.217138
1073,-0.235432,0.00363501,0.23546
1074,-0.0896294,-0.553126,0.560341
1075,0.206928,-0.624563,0.65795
1076,0.00195628,-0.659444,0.659447
1077,0.311555,0.0780869,0.321192
1078,-0.058386,0.438161,0.442034
1079,-0.0464503,-0.10391,0.113819
1080,-0.199828,0.0423955,0.204276
1081,-0.572531,-0.163815,0.595506
1082,-0.120608,0.131614,0.178518
1083,0.333167,0.0525665,0.337289
1084,-0.210392,0.252195,0.328431
1085,0.23582,0.0732869,0.246945
1086,0.212143,0.337478,0.398617
1087,0.0796414,0.687703,0.692299
1088,0.238475,0.473164,0.529863
1089,-0.265031,0.783733,0.827332
1090,-0.18904,0.643089,0.670298
1091,-0.611588,0.496907,0.788008
1092,-0.791862,0.0687597,0.794842
1093,-0.531346,-0.600104,0.801532
1094,0.00028401,-0.715203,0.715203
1095,0.707258,-0.540723,0.890278
1096,0.87633,-0.305586,0.928083
1097,0.262308,-0.0625119,0.269654
1098,-0.195711,0.201447,0.280863
1099,-0.227435,0.313008,0.386911
1100,-0.549402,0.0692181,0.553745
1101,-0.552012,-0.289544,0.62334
1102,-0.0522885,-0.242454,0.248028
1103,-0.360558,-0.110526,0.377118
1104,-0.470605,-0.0594934,0.47435
1105,0.000505163,0.0279266,0.0279312
1106,-0.109863,-0.366092,0.382221
1107,0.299608,-0.626008,0.694011
1108,0.412188,0.090565,0.42202
1109,0.446579,0.389297,0.59244
1110,-0.0970781,0.322366,0.336666
1111,-0.245495,0.505711,0.562149
1112,-0.205433,0.444389,0.489576
1113,-0.413652,0.563296,0.698864
1114,-0.0553271,-0.20045,0.207945
1115,0.038694,-0.485768,0.487307
1116,-0.0521826,0.173612,0.181284
1117,-0.0647732,-0.307754,0.314496
1118,-0.0978864,-0.259131,0.277003
1119,0.374874,-0.45892,0.592569
1120,0.540203,-0.0160232,0.540441
1121,0.64111,0.584522,0.867575
1122,0.203502,0.865448,0.889052
1123,-0.143191,0.886631,0.898119
1124,-0.794501,0.231239,0.827468
1125,-0.915623,-0.0384006,0.916428
1126,-0.817177,-0.208233,0.84329
1127,-0.54062,0.0319019,0.541561
1128,0.0699482,-0.403225,0.409247
1129,0.10227,0.15131,0.18263
1130,-0.232237,0.300363,0.379674
1131,-0.727628,0.122191,0.737817
1132,-0.12132,0.222492,0.253419
1133,-0.444942,-0.362778,0.574092
1134,0.240426,-0.373473,0.44417
1135,0.0901395,0.218785,0.236626
1136,-0.250172,-0.160969,0.297484
1137,0.00852058,-0.458958,0.459038
1138,-0.225511,0.0938997,0.24428
1139,0.221766,-0.335708,0.402343
1140,0.165464,0.299245,0.341944
1141,-0.24635,-0.0313228,0.248334
1142,-0.622421,-0.0290974,0.623101
1143,-0.60322,-0.337773,0.69135
1144,-0.651281,-0.510065,0.827244
1145,0.185747,-0.69315,0.717607
1146,-0.118457,-0.59067,0.602431
1147,0.0207087,-0.673237,0.673555
1148,-0.193649,-0.171604,0.258743
1149,-0.183505,-0.42371,0.461741
1150,-0.329169,-0.453796,0.56061
1151,0.290975,-0.0904249,0.304702
1152,-0.140141,0.241155,0.278918
1153,-0.402607,0.323168,0.516266
1154,-0.587285,0.273833,0.647988
1155,-0.936932,-0.126086,0.945378
1156,-0.712143,-0.599948,0.931174
1157,-0.449371,-0.249,0.513747
1158,-0.578862,-0.134823,0.594355
1159,-0.125328,0.207109,0.242077
1160,-0.346175,0.299292,0.457616
1161,-0.103458,-0.263418,0.283007
1162,0.0884947,0.180744,0.201245
1163,-0.423762,0.269169,0.502022
1164,-0.65207,0.027668,0.652657
1165,-0.508667,-0.433237,0.668159
1166,-0.547819,-0.494566,0.738039
1167,-0.107945,-0.149538,0.184428
1168,-0.0121148,0.216983,0.217321
1169,-0.355314,0.000760427,0.355315
1170,-0.275189,-0.609477,0.668724
1171,-0.315932,-0.141276,0.346081
1172,0.332501,-0.257191,0.420362
1173,0.443461,-0.337782,0.557453
1174,0.484153,0.341232,0.59232
1175,0.366498,0.0945773,0.378505
1176,0.152444,-0.00269761,0.152467
1177,0.337714,0.274322,0.43509
1178,-0.169832,0.43201,0.464193
1179,0.242009,0.570312,0.619536
1180,-0.308098,0.479442,0.569903
1181,-0.202541,0.521528,0.559477
1182,-0.625934,0.195706,0.655816
1183,-0.671642,0.359804,0.761946
1184,-0.799234,0.112426,0.807103
1185,-0.867233,-0.0870936,0.871595
1186,-0.715879,-0.161773,0.73393
1187,-0.152531,-0.507155,0.529596
1188,0.298349,-0.571381,0.644583
1189,-0.0243653,-0.066556,0.0708757
1190,0.380344,0.0525753,0.383961
1191,-0.118802,0.654857,0.665546
1192,0.0319318,-0.0650668,0.0724798
1193,0.109695,-0.439969,0.453437
1194,0.212699,-0.491224,0.535296
1195,0.317305,-0.57903,0.660271
1196,0.0253242,-0.0357137,0.043781
1197,0.156848,-0.377041,0.408365
1198,0.345814,0.141992,0.37383
1199,0.543376,0.320357,0.630782
1200,-0.138683,0.0169862,0.139719
1201,0.0212794,0.471344,0.471824
1202,-0.426481,-0.198556,0.470436
1203,0.143439,-0.289224,0.322839
1204,0.183282,0.147965,0.235554
1205,-0.111884,-0.252931,0.276572
1206,-0.231258,0.179985,0.293045
1207,-0.509744,0.124743,0.524786
1208,-0.297852,-0.525119,0.60371
1209,0.473804,-0.381623,0.60838
1210,0.585684,0.00815926,0.58574
1211,0.65545,0.108058,0.664298
1212,-0.0114701,0.201576,0.201903
1213,-0.344543,0.389648,0.52013
1214,-0.156025,-0.2862,0.325966
1215,0.0966854,0.230509,0.249965
1216,0.112979,-0.433964,0.44843
1217,0.142313,-0.457376,0.479005
1218,0.59684,0.127715,0.610351
1219,-0.127262,0.29565,0.321877
1220,-0.280927,0.0255536,0.282087
1221,-0.490018,0.0430306,0.491904
1222,-0.375724,0.133928,0.39888
1223,-0.119499,0.206014,0.238163
1224,-0.359314,-0.136973,0.384536
1225,-0.4835,-0.584865,0.758841
1226,-0.168253,-0.720793,0.74017
1227,-0.186337,-0.195254,0.269899
1228,0.559954,0.020971,0.560347
1229,-0.0460869,0.289434,0.29308
1230,-0.492594,0.155289,0.516491
1231,-0.0584302,-0.153967,0.164682
1232,-0.373876,0.176048,0.413251
1233,0.240695,-0.333797,0.411527
1234,0.0803083,0.259662,0.271797
1235,0.281096,0.0755828,0.29108
1236,0.235058,-0.297292,0.378992
1237,0.319008,0.346554,0.471026
1238,-0.126255,-0.0661814,0.142549
1239,0.406572,0.0500199,0.409638
1240,0.569063,-0.10727,0.579085
1241,0.461451,0.365609,0.588734
1242,0.28624,0.736008,0.78971
1243,0.229831,0.62438,0.665336
1244,0.0309653,0.0199396,0.0368298
1245,-0.364411,0.18594,0.409108
1246,-0.462487,-0.225134,0.514373
1247,0.000206546,-0.363171,0.363171
1248,0.561705,-0.374629,0.675173
1249,0.180964,-0.476758,0.509947
1250,-0.0159071,0.0523267,0.0546911
1251,0.250963,-0.0287011,0.252599
1252,-0.0377828,-0.258448,0.261195
1253,0.228214,-0.59418,0.636499
1254,-0.0484962,-0.64343,0.645255
1255,0.534113,-0.0131308,0.534275
1256,0.551371,0.251088,0.605851
1257,-0.0396982,0.482157,0.483789
1258,-0.305283,-0.0918586,0.318803
1259,0.023137,-0.17615,0.177663
1260,0.443254,-0.457565,0.637055
1261,-0.0027023,-0.0754717,0.07552
1262,0.508024,0.0521993,0.510699
1263,-0.174895,-0.112745,0.208086
1264,-0.0341066,0.255614,0.257879
1265,-0.299874,0.111676,0.319993
1266,-0.0127477,0.376303,0.376519
1267,0.325936,0.290115,0.43635
1268,0.211035,-0.182018,0.278686
1269,0.133175,-0.295486,0.324111
1270,0.0492525,-0.390561,0.393654
1271,-0.115583,0.0730872,0.136752
1272,0.426402,-0.128617,0.445377
1273,0.255946,-0.357048,0.439309
1274,0.41971,0.152237,0.446467
1275,0.466241,0.249571,0.528835
1276,-0.088599,0.672873,0.678681
1277,-0.191414,-0.0787223,0.20697
1278,-0.0630258,0.239391,0.247549
1279,-0.406923,0.377391,0.554987
1280,-0.312629,-0.284742,0.422865
1281,0.29032,-0.0258903,0.291472
1282,-0.138676,0.291895,0.323162
1283,0.0998612,0.437292,0.448549
1284,-0.246763,0.658896,0.703588
1285,-0.445026,-0.0573543,0.448707
1286,0.116499,-0.20414,0.235043
1287,0.395579,-0.368707,0.540766
1288,-0.00991357,0.108009,0.108463
1289,0.450827,0.10511,0.462918
1290,-0.151226,-0.125592,0.196577
1291,-0.360956,0.0470858,0.364014
1292,-0.507547,-0.320952,0.600512
1293,-0.484994,0.0233649,0.485556
1294,0.157558,-0.141558,0.21181
1295,0.243089,0.114778,0.268824
1296,-0.301186,0.130309,0.328167
1297,-0.541037,0.268578,0.604033
1298,-0.431269,0.41298,0.597114
1299,-0.427324,0.371122,0.565983
1300,-0.131283,0.343488,0.367722
1301,0.0272976,0.387811,0.388771
1302,-0.56648,0.282117,0.632843
1303,-0.800297,0.104179,0.80705
1304,-0.858167,-0.265674,0.898351
1305,-0.557418,-0.104501,0.567129
1306,-0.51511,-0.605881,0.795255
1307,0.100151,-0.197028,0.221021
1308,0.432179,0.121491,0.448931
1309,-0.0934739,-0.128496,0.158898
1310,0.161745,0.364051,0.398364
1311,-0.188459,-0.17629,0.25806
1312,0.335394,-0.019264,0.335947
1313,0.658745,0.0899664,0.66486
1314,0.154239,-0.112568,0.190948
1315,0.439196,-0.20411,0.484308
1316,0.136903,-0.367512,0.392183
1317,0.144751,0.259974,0.297556
1318,0.379866,-0.217955,0.437953
1319,0.376941,0.434521,0.575232
1320,0.436653,0.388562,0.584505
1321,0.328335,0.372364,0.496446
1322,0.285855,0.71206,0.767296
1323,-0.355191,0.806087,0.880873
1324,-0.0345323,0.35189,0.35358
1325,0.189489,0.199663,0.275266
1326,-0.302613,0.304148,0.429046
1327,-0.239377,0.526361,0.578237
1328,-0.192456,0.676347,0.703196
1329,-0.0424461,0.0277346,0.0507038
1330,-0.21108,0.163915,0.26725
1331,0.163518,0.103375,0.193454
1332,-0.337959,0.487932,0.593544
1333,-0.0654087,0.675822,0.67898
1334,-0.383998,-0.18896,0.427973
1335,-0.0786536,0.333124,0.342284
1336,-0.320589,-0.279978,0.425635
1337,0.114424,-0.354128,0.372155
1338,0.373064,-0.508454,0.630636
1339,0.340056,-0.582267,0.674294
1340,0.616998,0.181001,0.643
1341,-0.0143385,0.0296039,0.0328935
1342,0.258563,-0.232031,0.347409
1343,0.546637,-0.349546,0.64884
1344,0.180782,0.272437,0.326962
1345,0.0866047,0.639375,0.645214
1346,-0.201998,0.902267,0.924602
1347,-0.775874,0.315081,0.837411
1348,-0.127938,-0.151266,0.198115
1349,0.169164,0.177262,0.245027
1350,0.362288,0.398684,0.538704
1351,0.478429,0.492389,0.686543
1352,-0.193651,0.200616,0.278832
1353,-0.456366,0.230396,0.511226
1354,-0.581167,0.356276,0.68168
1355,-0.648767,-0.147915,0.665415
1356,-0.545196,-0.290732,0.61787
1357,-0.597538,-0.449913,0.74798
1358,-0.292351,-0.829937,0.879923
1359,0.389835,-0.722437,0.820905
1360,0.674126,-0.153275,0.691332
1361,0.504305,-0.202221,0.543339
1362,-0.0402879,0.34537,0.347712
1363,-0.227061,0.484781,0.535322
1364,-0.185683,0.569753,0.599247
1365,0.240652,0.275212,0.365589
1366,0.28601,-0.107525,0.305554
1367,-0.0396465,-0.259323,0.262336
1368,0.33965,-0.34439,0.483701
1369,0.611419,-0.158739,0.631689
1370,0.866084,0.0725755,0.86912
1371,0.59195,0.548764,0.807185
1372,-0.266222,0.406249,0.485709
1373,-0.502532,-0.069542,0.507321
1374,0.112614,-0.382954,0.399169
1375,0.520879,-0.503948,0.724761
1376,0.194725,-0.171842,0.259707
1377,0.342799,-0.324132,0.471776
1378,-0.199651,0.024555,0.201155
1379,0.236574,-0.427903,0.488946
1380,0.0565955,-0.00338773,0.0566968
1381,0.485309,0.08528,0.492745
1382,0.465163,0.189556,0.502303
1383,0.154311,0.0164929,0.15519
1384,0.100406,-0.350325,0.364429
1385,-0.0913325,-0.282255,0.296664
1386,-0.0300286,-0.554616,0.555428
1387,0.142793,-0.691703,0.706288
1388,0.129275,-0.676697,0.688935
1389,0.627713,-0.630959,0.890018
1390,0.363109,0.0415221,0.365475
1391,0.00559487,-0.139902,0.140014
1392,-0.334617,-0.319674,0.462774
1393,-0.183899,-0.621796,0.648421
1394,-0.195594,-0.810814,0.834072
1395,0.572274,-0.282123,0.638037
1396,0.737484,-0.136329,0.749979
1397,0.753366,0.342051,0.827381
1398,0.502343,0.0187597,0.502693
1399,-0.143665,0.146621,0.205273
1400,-0.405936,0.0300639,0.407048
1401,-0.285125,-0.465265,0.545681
1402,-0.314947,-0.220488,0.384456
1403,0.119325,0.0161138,0.120408
1404,-0.0293477,-0.380008,0.38114
1405,0.0927334,-0.506232,0.514655
1406,0.00612904,-0.0740879,0.074341
1407,0.251578,0.151397,0.29362
1408,0.158523,-0.110342,0.193144
1409,0.261104,-0.37005,0.452893
1410,-0.189377,-0.108207,0.218111
1411,0.125359,-0.315498,0.33949
1412,0.512494,-0.3198,0.604088
1413,0.754267,-0.103513,0.761336
1414,0.300004,0.267051,0.401645
1415,0.31085,0.0422648,0.31371
1416,0.277764,0.338148,0.437603
1417,-0.236553,0.163106,0.287334
1418,-0.460539,-0.222644,0.511534
1419,-0.0449059,0.201575,0.206517
1420,-0.091851,0.37882,0.389796
1421,-0.0155284,-0.206895,0.207477
1422,0.309909,-0.0107794,0.310097
1423,0.176134,-0.289833,0.339155
1424,0.332124,0.358563,0.488747
1425,0.433826,0.710915,0.83283
1426,0.197424,0.272315,0.336351
1427,0.432925,0.290352,0.521276
1428,0.306556,-0.146983,0.339972
1429,-0.038274,-0.0477297,0.0611803
1430,-0.198576,-0.231618,0.305089
1431,0.290521,-0.450094,0.535712
1432,0.271793,0.117093,0.295943
1433,-0.0698571,-0.0744568,0.102097
1434,0.308024,-0.0893632,0.320725
1435,0.477321,0.0719542,0.482714
1436,0.585433,0.206366,0.620741
1437,-0.0371317,0.435419,0.436999
1438,-0.576397,0.23355,0.621916
1439,-0.102739,0.164677,0.194098
1440,-0.352806,-0.056005,0.357223
1441,0.215324,-0.44461,0.494006
1442,0.246898,-0.571428,0.622486
1443,0.316554,0.158483,0.35401
1444,0.250344,0.421033,0.489837
1445,0.0480229,0.785388,0.786854
1446,0.115001,0.571292,0.582752
1447,-0.213616,-0.114414,0.242326
1448,-0.404354,0.112384,0.419681
1449,-0.496465,-0.260423,0.560623
1450,-0.464067,-0.386714,0.604074
1451,-0.0393578,-0.750563,0.751594
1452,-0.210994,-0.571535,0.609238
1453,0.024067,-0.612411,0.612884
1454,-0.0811504,-0.704618,0.709276
1455,-0.163212,-0.294456,0.336663
1456,0.251394,-0.192346,0.316537
1457,0.535129,0.0473867,0.537223
1458,0.544137,0.295616,0.619253
1459,0.0705421,0.604548,0.60865
1460,0.115218,0.688196,0.697774
1461,-0.222849,0.142526,0.264528
1462,-0.385949,0.297812,0.487492
1463,0.135479,-0.120802,0.181515
1464,-0.108132,-0.251042,0.273339
1465,0.556997,-0.334254,0.649593
1466,0.0953842,-0.453235,0.463163
1467,-0.170357,-0.158565,0.232733
1468,-0.0070691,-0.502265,0.502315
1469,0.375483,-0.0375678,0.377358
1470,0.716567,-0.1766,0.738008
1471,0.196715,-0.210955,0.288442
1472,0.550849,0.185633,0.581287
1473,-0.285464,0.213118,0.356243
1474,0.265693,0.0631915,0.273104
1475,0.520832,0.128066,0.536346
1476,-0.180171,0.139511,0.22787
1477,-0.20241,0.33528,0.391641
1478,-0.122249,0.509078,0.52355
1479,-0.0552847,-0.197304,0.204903
1480,-0.296618,-0.335106,0.447524
1481,0.113075,-0.588318,0.599086
1482,-0.276993,-0.114492,0.299722
1483,0.0486309,-0.452592,0.455198
1484,0.470362,-0.310273,0.56348
1485,0.398211,0.355563,0.533852
1486,0.190883,-0.105416,0.218057
1487,0.471895,-0.076055,0.477985
1488,0.492557,0.167364,0.520214
1489,0.0341682,0.548425,0.549488
